Unnamed: 0,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,55459.0,Aaron_Cresswell_402,-1.5042374973964312,1.361893750086807,2.9185379283748887,-0.10012733561871445,-2.75820202608711,401.9680884116627,5.047475017174111,0.5835771644845144,3.074680316969813,-3.2003430107035875,-2.4243955438982563,2018-08-12T12:30:00Z,-2.814635991929483,14,-1.8915317717437472,2.482104009730768,-0.4330034586013214,1.0363465145889963,1,0.39445420953708643,103398.84342927641,0.7089940424433846,4.395897927950008,-6.406323831162499,0.328795862819479,-0.057597174895752334,-0.7248584382798355,-1.3481835886485696,55.69170688198771,False,-0.7735536355539101,ARNKRSL,2.0,50.0,21.0,-2.349075195999882
1,17349.0,Aaron_Lennon_83,1.5110496266431346,-3.120570379929501,7.285129891955859,2.6387901560663645,13.860924770667168,83.28768195663596,9.605772697659448,-1.6023101013034244,0.8419797645821336,2.4654250422814528,10.51713135530405,2018-08-12T12:30:00Z,89.91291598255418,20,1.978931028173476,-0.3413280478105816,-1.756437007593647,-0.20635612196965525,1,4.529563798794454,15138.216270710944,2.939820691150106,0.9260376375016042,17.609034125513922,5.458213720223026,-2.2466095514004762,0.9011838178665312,-2.285712015856711,53.087314381696984,False,1.9317530410161485,ARNLNN,3.0,49.0,90.0,6.539820817731967
2,74471.0,Aaron_Mooy_199,3.124087215207534,-2.492704785506661,25.81952895188062,-0.3187355902349048,19.59881124932206,198.10960088307556,3.532003518782512,3.038925079831109,1.693542843014713,4.2662594835977785,20.920552863102174,2018-08-11T14:00:00Z,90.7898565874359,8,-0.39236443624720196,-0.9040830611074947,-1.3096635759827024,1.1440694884263567,1,-0.723187730837336,192108.2546221364,2.905495749062698,-1.7188237115834808,-1.0971562357184814,2.6871098544008696,-4.035651702588194,1.0456072092765563,1.5227703598856153,55.27317654346552,True,-1.6618961713353861,ARNM,3.0,50.0,38.0,0.4155653044559724
3,41792.0,Aaron_Ramsey_14,-0.9773410478111744,-2.3993846212474716,6.800897247502754,1.5362588027801016,11.411559197613336,11.709175858321263,3.2469347853983344,1.8942784374454298,-1.8813275216851106,2.4763109757174484,8.271676127087284,2018-08-12T15:00:00Z,51.91567446607709,43,-1.5653373399065484,1.427461024940653,-0.7741280896040964,1.3783786722292954,1,1.6197386689990638,60423.372038793226,3.69989653297898,-0.2617747505986018,5.480875183010937,2.5600732263200077,0.3055749001654424,1.2720690635260916,0.34297993063496723,71.80988015807101,True,3.9384989549096945,ARNRMS,3.0,71.0,3.0,3.0961503647763493
4,214590.0,Aaron_Wan-Bissaka_145,1.6025890315726028,1.0791695776369528,41.31154459565184,1.7194939584906774,16.311018557509943,143.61370552655114,2.251419721262814,4.15995178937148,4.476956591717437,7.242410351626335,45.88532787152351,2018-08-11T14:00:00Z,92.96906311878232,54,1.847862669156766,-0.3148575286428616,2.246787614210941,0.3117168694133434,1,0.25155235183640345,652304.129827956,1.4208755547294407,0.7150226952044937,0.63983222544271,10.66611871060145,1.3278496154370596,-0.03736098015150746,1.797100886547778,45.264671825894574,False,-1.687709506925961,ARNPSKN,2.0,46.0,31.0,-3.091240639374896
5,246878.0,Abdelhamid_Sabiri_205,1.3782569264137565,-0.3056484803624223,0.5525230375216397,-1.0937210292410902,0.5391143796929665,205.0354719499151,3.623795215224665,-2.5508215886766736,-1.5285897729415872,0.2210914064246322,2.689413496455103,2018-08-11T14:00:00Z,0.4837281092341915,8,0.27391522164231247,2.533461761254963,-2.974025892764765,1.3960526694435982,1,0.04281059994784098,3471.7087335833003,4.981572827226568,2.065668525500622,-0.9038844500927214,1.2406733414001376,-3.0502136611520063,-1.7787956690871471,-1.3671137273005551,46.764133410677495,True,0.28486339463502297,APTLMTSPR,3.0,43.0,38.0,1.820260334784678
6,121599.0,Abdoulaye_DoucourÃÂ©_390,1.7022460675403719,-0.7442420010050765,17.276002433587593,1.2482797101556136,30.443170207981353,389.77077736232945,9.900366353214812,-3.162865103806892,0.8909552308549322,2.7047103277021063,7.415227705684482,2018-08-11T14:00:00Z,88.22757824779131,36,4.5416441193654045,1.196487179167652,-0.4377639420187524,0.16065475533332807,1,-1.7572675034342382,108188.78904812278,2.7005329427766513,-0.6031124315143748,1.7471546117749919,0.3233344545384549,-3.314795237594416,1.7827883134898428,2.227436521743429,61.18401390691147,True,-0.8226986212094038,APTLTKR,3.0,58.0,57.0,5.722408573584001
7,197030.0,Aboubakar_Kamara_189,0.6091512528905988,2.233776775234646,3.019535693983171,1.9043391388363293,28.692346888212093,185.90259566888486,4.073747515201287,2.264659200523813,0.6157669765766072,6.703577864622505,4.8868241551318725,2018-08-11T14:00:00Z,32.68793498106352,31,1.213562155727199,1.338015576650108,-1.1414738813810879,-0.5901242232937639,1,0.5645876911816706,499360.3877121287,2.4691322380377727,-0.8187410459344993,19.05582110158113,3.286814600888542,-1.1171276337309117,4.883436379421495,1.2953842103272455,43.0221430587658,True,3.376147623571553,APPKRKMR,4.0,45.0,54.0,1.167388924814306
8,233497.0,Adama_Diakhaby_471,2.0979082861697567,1.1248770533508916,4.388149918946171,0.31372076133520155,-0.4829083631383662,473.0189011490198,-2.3862420459187215,1.657839259361918,-0.37527589607025136,0.31335970842013444,3.9874484894768,2018-08-11T14:00:00Z,19.636539737218346,8,-1.625705906446312,-1.4165480910841084,-3.999307746055939,-2.3705208290083184,1,-0.24961217852019998,2722.4890950751465,1.6409338743133979,-0.3285891337125716,-0.22452373624029898,1.5499068898932218,1.0813792102731679,2.9786547631178752,0.0020943032630980074,48.5561569175148,True,2.8914881843945244,ATMTKP,3.0,45.0,38.0,2.5796269555584974
9,159533.0,Adama_TraorÃÂ©_500,1.2040744775049301,0.588315485076438,1.803550187203078,-2.973936779324843,3.1345984721083493,498.7198349752805,8.981993267426281,1.1165401128204226,-4.134781314446887,1.5519862877247121,-0.555419469729739,2018-08-11T16:30:00Z,-0.33202850783670357,11,-0.3579264815741693,1.184610828322308,-1.8420924044523121,-1.6790813010741448,1,0.795069930237073,34186.43765768428,4.772788863937913,5.224740824316001,-0.7464845334511011,1.3939408465264602,-0.42667451485747226,-1.5779395316178118,-2.04045239647002,58.392280184317094,True,0.7246353487048156,ATMTRR,3.0,51.0,39.0,1.5282203987151892
